City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
470,New London,US,41.4834,-72.0662,46.76,79,0,8.05,clear sky
471,Nassau,US,40.7507,-73.5829,49.87,69,100,1.01,overcast clouds
472,Lucea,JM,18.451,-78.1736,80.46,77,43,13.27,scattered clouds
473,Mahanoro,MG,-19.9,48.8,73.47,89,91,4.56,light rain
474,Luganville,VU,-15.5333,167.1667,86.47,59,28,6.17,scattered clouds
475,Abilene,US,32.4487,-99.7331,76.08,18,0,17.27,clear sky
476,Atikokan,CA,48.7555,-91.6216,32.13,88,100,3.87,overcast clouds
477,Tazovskiy,RU,67.4667,78.7,-8.16,97,79,5.35,broken clouds
478,Tuy Hoa,VN,13.0833,109.3,79.54,69,84,6.29,broken clouds
479,Muros,ES,42.7762,-9.0603,56.08,91,100,9.1,overcast clouds
480,Leh,IN,34.1667,77.5833,33.15,66,15,3.67,few clouds
481,Mayumba,GA,-3.432,10.6554,74.82,91,83,4.16,broken clouds
482,Bubaque,GW,11.2833,-15.8333,76.46,70,6,13.47,clear sky
483,Dunedin,NZ,-45.8742,170.5036,60.91,57,7,5.46,clear sky
484,Krasnoselkup,RU,65.7,82.4667,0.1,92,60,5.5,broken clouds
485,Marsh Harbour,BS,26.5412,-77.0636,71.55,52,46,16.75,scattered clouds
486,Kavaratti,IN,10.5669,72.642,83.75,72,100,5.79,moderate rain
487,Daru,PG,-9.0763,143.2092,79.77,85,100,7.72,overcast clouds
488,Omsukchan,RU,62.5333,155.8,6.42,77,100,5.86,overcast clouds
489,Karaton,ID,-6.3424,106.1045,88.23,52,16,4.36,few clouds
490,Catuday,PH,16.2923,119.8062,83.48,64,93,1.77,overcast clouds
491,Petropavlovka,RU,50.6114,105.3196,37.87,41,100,7.78,overcast clouds
492,Jadu,LY,31.953,12.0261,58.75,27,73,2.04,broken clouds
493,Port Augusta,AU,-32.5,137.7667,87.91,19,0,8.14,clear sky
494,Kochi,IN,9.9399,76.2602,76.98,80,95,5.66,overcast clouds
495,Tigil,RU,57.8,158.6667,27.82,74,97,1.05,overcast clouds
496,Brae,GB,60.3964,-1.353,36.64,60,100,19.44,overcast clouds
497,Huarmey,PE,-10.0681,-78.1522,69.75,83,100,4.21,overcast clouds
498,Vanersborg,SE,58.3807,12.3234,39.58,60,100,10.36,overcast clouds
499,Wilmington,US,34.2257,-77.9447,49.91,50,20,14.97,few clouds
500,Sabang,ID,5.8933,95.3214,82.72,70,74,1.07,broken clouds
501,Tinskoy,RU,56.1525,96.9161,34.81,69,96,11.68,overcast clouds
502,Bilibino,RU,68.0546,166.4372,-2.22,75,98,2.1,overcast clouds
503,Tambo,PE,-14.8,-73.9167,38.7,82,97,3.44,overcast clouds
504,Marsa Matruh,EG,31.3525,27.2453,59.2,88,40,4.61,scattered clouds
505,Makurdi,NG,7.7411,8.5121,79.45,76,99,2.42,overcast clouds
506,San Juan,AR,-31.5375,-68.5364,72.25,53,0,2.77,clear sky
507,Caravelas,BR,-17.7125,-39.2481,75.43,86,40,5.17,scattered clouds
508,Pitimbu,BR,-7.4706,-34.8086,77.59,83,62,10.09,broken clouds
509,Satara,IN,17.6833,73.9833,82.06,40,40,3.09,scattered clouds
510,Santiago Del Estero,AR,-27.7951,-64.2615,70.29,91,100,6.55,overcast clouds
511,Yarmouth,US,41.7057,-70.2286,46.96,88,0,11.01,clear sky
512,Richards Bay,ZA,-28.783,32.0377,66.78,85,100,2.71,light rain
513,Saint-Joseph,RE,-21.3667,55.6167,77.38,82,29,13.22,light rain
514,Dongsheng,CN,39.8161,109.9776,70.02,15,51,10.09,broken clouds
515,Urumqi,CN,43.801,87.6005,49.15,17,0,6.71,clear sky
516,Neyyattinkara,IN,8.4,77.0833,82.26,82,92,5.86,overcast clouds
517,Rundu,NA,-17.9333,19.7667,63.01,88,3,5.75,clear sky
518,Coari,BR,-4.085,-63.1414,73.33,99,100,2.37,overcast clouds
519,Pontal Do Parana,BR,-25.6533,-48.5128,69.51,97,38,3.89,scattered clouds
520,Twentynine Palms,US,34.1356,-116.0542,80.74,23,0,10.09,clear sky
521,Rawson,AR,-43.3002,-65.1023,61.11,91,63,23.33,broken clouds
522,Verkhnevilyuysk,RU,63.4453,120.3167,27.63,82,100,4.9,overcast clouds
523,Brigantine,US,39.4101,-74.3646,50.05,66,100,8.05,overcast clouds
524,Inuvik,CA,68.3499,-133.7218,7.66,66,75,9.22,light snow
525,Peace River,CA,56.2501,-117.286,35.91,44,100,18.41,overcast clouds
526,Manakara,MG,-22.1333,48.0167,74.05,82,86,5.66,overcast clouds
527,Antalaha,MG,-14.9003,50.2788,73.02,87,80,8.34,broken clouds
528,Salalah,OM,17.0151,54.0924,78.89,73,0,2.3,clear sky
529,Marondera,ZW,-18.1853,31.5519,56.39,96,100,8.41,overcast clouds
530,Sandwick,GB,60.0,-1.25,37.22,65,100,9.22,overcast clouds
531,Rabo De Peixe,PT,37.8,-25.5833,56.71,72,40,26.46,scattered clouds
532,Kudahuvadhoo,MV,2.6708,72.8944,84.22,66,85,11.52,overcast clouds
533,Barcelos,PT,41.5388,-8.6151,57.34,91,100,4.99,overcast clouds
534,Masumbwe,TZ,-3.6333,32.1833,64.42,74,100,3.56,overcast clouds
535,Phuket,TH,8.0,98.25,88.09,74,40,2.3,scattered clouds
536,Entre Rios,BR,-11.9419,-38.0844,70.86,97,12,2.06,few clouds
537,Timizart,DZ,36.8,4.2667,51.58,75,7,5.06,clear sky
538,Taylorville,US,39.5489,-89.2945,42.87,65,0,0.0,clear sky
539,Kunming,CN,25.0389,102.7183,58.93,82,40,8.95,mist
540,Nuuk,GL,64.1835,-51.7216,25.41,74,75,4.61,broken clouds
541,Porto Nacional,BR,-10.7081,-48.4172,77.0,72,37,2.13,scattered clouds
542,Malabo,GQ,3.75,8.7833,75.06,94,20,0.0,few clouds
543,Mehamn,NO,71.0357,27.8492,31.6,84,100,12.3,overcast clouds
544,Saint-Leu,RE,-21.15,55.2833,77.86,77,6,9.15,clear sky
545,Kahului,US,20.8947,-156.47,77.02,80,75,20.71,broken clouds
546,Ravar,IR,31.2656,56.8055,73.65,15,100,7.23,overcast clouds
547,Slonim,BY,53.0867,25.3219,32.29,87,3,7.11,clear sky
548,Killybegs,IE,54.6333,-8.45,41.79,73,100,8.75,overcast clouds
549,Ampanihy,MG,-24.7,44.75,70.25,86,89,9.62,overcast clouds
550,Xiamen,CN,24.4798,118.0819,80.65,54,0,4.47,clear sky
551,Baghmara,IN,23.795,86.2085,88.68,39,0,5.57,clear sky
552,Derzhavinsk,KZ,51.1,66.3167,40.19,70,100,16.42,overcast clouds
553,Kharp,RU,66.8014,65.8081,21.94,95,100,2.46,light snow
554,Mount Isa,AU,-20.7333,139.5,96.57,24,23,11.5,few clouds
555,Talaya,RU,61.3833,152.75,7.52,78,100,7.85,overcast clouds
556,Manggar,ID,-2.8833,108.2667,85.17,67,100,5.32,very heavy rain
557,Port Hedland,AU,-20.3167,118.5667,100.45,20,6,5.75,clear sky
558,Domoni,KM,-12.2569,44.5319,78.73,84,37,1.77,light rain
559,Hobyo,SO,5.3505,48.5268,81.48,73,58,7.67,broken clouds
560,Vondrozo,MG,-22.8167,47.2833,65.97,96,92,2.37,light rain
561,Tignere,CM,7.3667,12.65,65.88,87,100,2.15,overcast clouds
562,Itarema,BR,-2.9248,-39.9167,75.81,89,89,6.6,overcast clouds
563,Rosetta,EG,31.4044,30.4164,59.22,79,23,6.44,few clouds
564,Garbolovo,RU,60.3413,30.4955,33.69,96,40,5.86,scattered clouds
565,Tibagi,BR,-24.5094,-50.4136,64.81,96,100,2.06,overcast clouds
566,Romny,UA,50.751,33.4747,47.68,92,100,7.74,overcast clouds
567,Hami,CN,42.8,93.45,61.79,18,100,8.28,overcast clouds
568,Mersing,MY,2.4312,103.8405,85.91,79,40,3.44,scattered clouds
569,Yantal,RU,56.8471,105.2542,32.97,77,100,3.65,light snow
570,Ewa Beach,US,21.3156,-158.0072,80.55,65,75,11.5,broken clouds
571,Luzhou,CN,28.8724,105.4405,78.94,51,0,3.33,clear sky
572,Loiza,PR,18.4313,-65.8802,75.81,83,20,5.75,few clouds
573,Svetlaya,RU,46.5389,138.3297,36.93,82,98,4.5,overcast clouds
574,Shestakovo,RU,56.4915,103.96,32.61,88,100,7.85,light snow
575,Chara,RU,56.9064,118.2631,19.67,84,100,1.61,overcast clouds
576,Vicuna,CL,-30.0319,-70.7081,46.13,60,0,1.39,clear sky
577,Korla,CN,41.7597,86.1469,68.07,27,92,10.16,overcast clouds
578,Syracuse,IT,37.0881,15.2792,56.32,72,4,15.88,clear sky
579,Atasu,KZ,48.6814,71.6433,46.4,60,100,13.73,overcast clouds
580,Nyurba,RU,63.2842,118.3319,27.03,89,100,3.4,overcast clouds
581,Cootehill,IE,54.0725,-7.0819,35.2,83,100,4.79,overcast clouds
582,Ferreira Do Alentejo,PT,38.05,-8.0333,49.59,100,20,6.91,fog
583,Puerto Baquerizo Moreno,EC,-0.9,-89.6,78.19,86,74,8.32,broken clouds
584,Melendugno,IT,40.2747,18.3368,55.49,82,40,8.05,scattered clouds
585,Oboyan,RU,51.2098,36.2792,49.71,82,100,12.33,overcast clouds
586,Nekrasovskoye,RU,57.6766,40.3657,42.69,87,100,8.95,overcast clouds
587,College,US,64.8569,-147.8028,20.28,40,75,6.91,broken clouds
588,Neuquen,AR,-38.9516,-68.0591,57.09,54,0,3.44,clear sky
589,Buraydah,SA,26.326,43.975,70.25,16,80,8.46,broken clouds
590,Ranot,TH,7.7777,100.3213,83.89,72,19,0.96,few clouds
591,Emerald,AU,-23.5333,148.1667,89.74,43,40,10.36,scattered clouds
592,Semnan,IR,35.5729,53.3971,63.82,35,1,3.65,clear sky
593,Saint-Augustin,CA,51.226,-58.6502,32.72,99,100,4.9,overcast clouds
594,Ankang,CN,32.68,109.0172,79.61,46,0,1.86,clear sky
595,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,87,75,12.66,broken clouds
596,San Matias,BO,-16.3667,-58.4,76.28,84,37,5.35,scattered clouds
597,Bac Lieu,VN,9.285,105.7244,83.91,67,62,5.53,broken clouds
598,Sokolovo,RU,52.5318,84.7896,35.91,67,10,1.92,clear sky
599,Dembi Dolo,ET,8.5333,34.8,60.01,77,97,4.5,light rain
600,Yumen,CN,40.2833,97.2,58.19,16,100,13.13,overcast clouds
601,Guarapari,BR,-20.6667,-40.4975,78.89,91,100,7.49,overcast clouds
602,Shaoyang,CN,27.2315,111.4525,73.29,63,74,4.99,broken clouds
603,Ust-Nera,RU,64.5667,143.2,9.36,77,28,9.26,scattered clouds
604,Humaita,BR,-7.5061,-63.0208,74.16,98,96,2.06,moderate rain
605,Barpeta,IN,26.3167,91.0,77.14,67,45,9.8,scattered clouds
606,Turki,RU,51.987,43.2731,43.07,95,12,7.07,few clouds
607,Maloy,NO,61.9353,5.1136,38.93,81,100,31.36,overcast clouds
608,Nara,JP,34.6851,135.8049,77.97,31,1,5.19,clear sky
609,Piterka,RU,50.6803,47.4454,47.23,91,96,3.78,overcast clouds
610,Plettenberg Bay,ZA,-34.0527,23.3716,59.4,83,4,6.11,clear sky
611,Porto Novo,BJ,6.4965,2.6036,80.04,85,100,4.85,overcast clouds
612,Yangambi,CD,0.8102,24.4336,71.55,80,100,1.48,overcast clouds
613,Weifang,CN,36.71,119.1019,83.57,30,0,16.42,clear sky
614,Borzna,UA,51.2546,32.4269,41.68,94,100,11.03,overcast clouds
615,Touros,BR,-5.1989,-35.4608,78.6,87,100,10.18,overcast clouds
616,Pontes E Lacerda,BR,-15.2261,-59.3353,72.27,94,45,2.68,scattered clouds
617,Korhogo,CI,9.45,-5.6333,77.52,66,47,9.06,scattered clouds
618,Bismarck,US,46.8083,-100.7837,50.81,40,100,10.0,overcast clouds
619,Bad Bevensen,DE,53.0833,10.5833,36.59,86,15,11.92,few clouds
620,Konin,PL,52.2234,18.2512,34.48,83,4,13.76,clear sky
621,Najran,SA,17.4924,44.1277,63.25,19,0,5.17,clear sky
622,Son Tay,VN,21.1378,105.505,78.73,54,18,3.58,few clouds
623,Bullhead City,US,35.1478,-114.5683,91.69,8,0,13.8,clear sky
624,Pinerolo,IT,44.8833,7.35,42.35,38,0,3.0,clear sky
625,Ruidoso,US,33.3317,-105.673,62.87,9,0,21.85,clear sky
626,Pierre,US,44.3683,-100.351,56.32,38,75,13.8,broken clouds
627,Khash,IR,28.2211,61.2158,71.47,13,100,1.72,overcast clouds
628,Qingdao,CN,36.0986,120.3719,67.6,56,0,15.66,clear sky
629,Leningradskiy,RU,69.3833,178.4167,-4.04,85,100,6.6,overcast clouds
630,Port Hawkesbury,CA,45.6169,-61.3485,42.44,98,100,5.75,fog
631,Snasa,NO,64.2457,12.3778,33.69,99,100,6.29,snow
632,Buala,SB,-8.145,159.5921,85.12,69,83,5.03,light rain
633,Burns Lake,CA,54.2331,-125.7533,31.42,65,100,4.03,overcast clouds
634,Shaygino,RU,57.7675,46.8618,37.31,98,100,6.58,overcast clouds
635,Teplyk,UA,48.6657,29.745,43.16,84,100,15.35,overcast clouds
636,Port Moresby,PG,-9.4431,147.1797,90.82,66,40,11.5,haze
637,Belle Fourche,US,44.6714,-103.8522,46.33,36,83,3.67,broken clouds
638,Eydhafushi,MV,5.1033,73.0708,84.18,73,47,11.07,scattered clouds
639,Quatre Cocos,MU,-20.2078,57.7625,78.1,80,33,15.3,light rain
640,Savelugu,GH,9.6244,-0.8253,84.49,58,100,10.69,overcast clouds
641,Montgomery,US,39.1501,-77.1997,46.31,71,20,8.05,few clouds
642,Pathein,MM,16.7833,94.7333,91.49,43,17,9.82,few clouds
643,Ende,ID,-8.8432,121.6623,87.03,60,43,3.87,scattered clouds
644,Sawtell,AU,-30.3833,153.1,78.19,64,2,10.36,clear sky
645,Vrangel,RU,42.7297,133.0839,47.14,70,34,21.92,scattered clouds
646,Alexandria,EG,31.2156,29.9553,58.96,88,20,5.75,few clouds
647,Tuatapere,NZ,-46.1333,167.6833,62.78,55,7,6.69,clear sky
648,Clarence Town,AU,-32.5833,151.7833,78.62,65,46,4.32,scattered clouds
649,Port Blair,IN,11.6667,92.75,86.04,70,20,4.61,haze
650,San Clemente,US,33.427,-117.612,65.46,82,3,14.0,clear sky
651,Wiwili,NI,13.6268,-85.8254,72.79,75,55,5.79,broken clouds
652,Chulakivka,UA,46.3576,32.3514,47.59,88,100,11.43,overcast clouds
653,Burnie,AU,-41.0667,145.9167,67.89,79,100,12.86,overcast clouds
654,Bombo,ID,-8.6131,119.0131,87.37,59,44,4.88,scattered clouds
655,Sainte-Suzanne,RE,-20.9061,55.6089,79.02,81,100,14.97,overcast clouds
656,Victor Harbor,AU,-35.5667,138.6167,82.0,33,57,1.99,broken clouds
657,Katobu,ID,-4.9408,122.5276,89.01,52,89,3.04,overcast clouds
658,Cayenne,GF,4.9333,-52.3333,82.09,1,75,8.01,broken clouds
659,Yanam,IN,16.7333,82.2167,88.83,58,41,5.03,scattered clouds
660,Lokosovo,RU,61.1333,74.8167,12.92,83,100,2.46,overcast clouds
661,Santa Maria,BR,-29.6842,-53.8069,63.7,100,20,4.61,few clouds
662,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,72,75,5.75,broken clouds
663,Sur,OM,22.5667,59.5289,87.76,40,100,2.71,overcast clouds
664,Odienne,CI,9.51,-7.5692,80.06,63,82,3.04,broken clouds
665,Mudgee,AU,-32.5943,149.5871,73.78,56,40,6.91,scattered clouds
666,Narasannapeta,IN,18.4167,84.05,86.9,64,15,11.92,few clouds
667,Dubbo,AU,-32.25,148.6167,77.13,53,40,8.05,scattered clouds
668,Gornyak,RU,50.9942,81.4661,38.77,57,0,8.1,clear sky
669,Torbay,CA,47.6666,-52.7314,34.75,96,100,12.66,light snow
670,Harper,LR,4.375,-7.7169,78.78,87,100,2.33,light rain
671,Arkul,RU,57.2808,50.044,36.52,99,100,5.82,overcast clouds
672,Ovalle,CL,-30.5983,-71.2003,63.39,58,0,2.17,clear sky
673,Madang,PG,-5.2246,145.7966,84.49,67,78,5.44,broken clouds
674,Nemuro,JP,43.3236,145.575,38.71,85,53,9.57,broken clouds
675,Deputatskiy,RU,69.3,139.9,1.35,74,9,3.02,clear sky
676,Dalbandin,PK,28.8947,64.4101,83.14,7,65,1.45,broken clouds
677,Moussoro,TD,13.6408,16.4901,83.82,11,100,8.41,overcast clouds
678,Avera,US,33.194,-82.5271,40.51,61,13,5.1,few clouds
679,Mao,ES,39.8885,4.2658,48.76,76,20,5.75,few clouds
680,Moroni,KM,-11.7022,43.2551,78.8,83,20,6.91,few clouds
681,Coruripe,BR,-10.1256,-36.1756,79.66,75,93,6.93,overcast clouds
682,Poronaysk,RU,49.2167,143.1167,36.63,68,22,7.92,few clouds
683,Falmouth,GB,50.1544,-5.0711,41.58,70,20,5.75,few clouds
684,Ivdel,RU,60.6911,60.4206,34.92,99,100,5.79,overcast clouds
685,Sikeston,US,36.8767,-89.5879,49.89,61,0,0.0,clear sky
686,Ruston,US,32.5232,-92.6379,58.82,44,0,6.91,clear sky
687,Panino,RU,51.6467,40.1346,46.65,73,72,11.25,broken clouds
688,Christchurch,NZ,-43.5333,172.6333,63.91,62,29,17.27,scattered clouds
689,Mendi,PG,-6.1761,143.6513,64.92,87,92,2.77,overcast clouds
690,Quesnel,CA,52.9999,-122.5029,32.5,64,0,3.44,clear sky
691,Sailana,IN,23.4667,74.9167,87.58,12,0,6.78,clear sky
692,Dunmore Town,BS,25.5,-76.65,73.58,56,98,15.1,overcast clouds
693,Sechura,PE,-5.5569,-80.8222,71.8,73,98,11.45,overcast clouds
694,Saint-Pierre,RE,-21.3393,55.4781,78.48,79,100,12.66,overcast clouds
695,Araguaina,BR,-7.1911,-48.2072,73.65,94,81,2.13,broken clouds
696,Wooster,US,40.8051,-81.9351,38.12,76,100,11.5,overcast clouds
697,Atar,MR,20.5169,-13.0499,73.35,9,0,6.53,clear sky
698,Arcata,US,40.8665,-124.0828,48.92,76,0,18.41,clear sky
699,Carman,CA,49.4992,-98.0016,45.52,75,34,10.36,scattered clouds
700,Shiraz,IR,29.6036,52.5388,53.04,37,0,4.61,dust
701,Birjand,IR,32.8663,59.2211,68.47,12,75,18.41,sand
702,Carroll,US,39.5501,-77.0164,45.5,68,0,8.05,clear sky
703,Dinghai,CN,26.2847,119.7936,77.92,79,0,7.34,clear sky
704,Dzhebariki-Khaya,RU,62.2167,135.8,28.87,90,100,3.4,light snow
705,Wagar,SD,16.1525,36.2032,81.1,44,0,7.02,clear sky
706,Katherine,AU,-14.4667,132.2667,97.12,16,94,6.91,overcast clouds
